file_path|speaker_id|country|gender|split|text
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00701201495.wav|clm_07049|Chile|male|train|Creo que se arrotó el dedo índice.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00550770538.wav|clm_07049|Chile|male|train|Los cabecillas de la banda hubieron acaballo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00296855141.wav|clm_07049|Chile|male|train|Con todo gusto programo el día de la salida del disco para que reciba su una nota en tu celular.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02016075241.wav|clm_07049|Chile|male|train|La ciudad veísima y tan alegre.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00707384396.wav|clm_07049|Chile|male|train|Estoy muy estresado y necesito irme a vacaciones.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00177235641.wav|clm_07049|Chile|male|train|No te entiendo nada.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00455175634.wav|clm_07049|Chile|male|train|El geroglífico tiene un pesa marillo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01634312955.wav|clm_07049|Chile|male|train|Creo que sea deslocado de lombro.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00944712364.wav|clm_07049|Chile|male|train|Con esta información, tu director de Casting va a quedar encantado.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01386644218.wav|clm_07049|Chile|male|train|Buscas un cuarto, un departamento o una casa.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02087073956.wav|clm_07049|Chile|male|train|Hay algo en la lista de regalos con el envío gratis.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01177826978.wav|clm_07049|Chile|male|train|Creo que tiene rota la tibia y el perone.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00970426884.wav|clm_07049|Chile|male|train|No me gusta que el departamento está en planta baja, porque no le da el sol.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01259724241.wav|clm_07049|Chile|male|train|El 9 de diciembre del año pasado compraste 12 ejemplares de ese disco.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01545922703.wav|clm_07049|Chile|male|train|La mejor época del año para ir a suencia es el verano.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01196097309.wav|clm_07049|Chile|male|train|El pillama de rayas es azul.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01886213132.wav|clm_07049|Chile|male|train|¿Con no ser la información nutricional de la Pisa de Jeteriana?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00779268938.wav|clm_07049|Chile|male|train|¿Cuánto cuesta este servicio o es gratuito?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00686210984.wav|clm_07049|Chile|male|train|ayudan a encontrar un buen gimnasio, pero que esté cerca de mi casa.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01233159902.wav|clm_07049|Chile|male|train|Me acabo de comprar un rompe cabezas.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01597042767.wav|clm_07049|Chile|male|train|En qué caí esta la casa?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01531133430.wav|clm_07049|Chile|male|train|acá entre nosotros esta buena la pisa
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00251083058.wav|clm_07049|Chile|male|train|En este momento están a punto de estrenarse varias películas de terror.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01386351196.wav|clm_07049|Chile|male|train|Tengo un teléfono que trabaja de una manera terrible.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00628098229.wav|clm_07049|Chile|male|train|La mermelada de mora es muy fácil de hacer.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01810620384.wav|clm_07049|Chile|male|train|¿Cuáles son las principales diferencias?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00078385828.wav|clm_07049|Chile|male|train|Buests mafíversos?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00251513679.wav|clm_07049|Chile|male|train|Me gustaría organizar una charla sobre el literatura fantástica.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01195151823.wav|clm_07049|Chile|male|train|Hay un estudio que reveló que muchos de los cuadros de los pintores da daistas eran pintados por sus mujeres.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01626912164.wav|clm_07049|Chile|male|train|Estoy muy alarma y muy perdida con todo lo que está pasando en España.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00979934168.wav|clm_07049|Chile|male|train|te gusta los chocolates
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01717536399.wav|clm_07049|Chile|male|train|Quiero bajar un programa o algo donde yo pueda entender el idioma.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00785466357.wav|clm_07049|Chile|male|train|Demando un beso y nos estamos viendo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00048712535.wav|clm_07049|Chile|male|train|Definitivamente el departamento tiene que tener terraza o alcohol.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00985010146.wav|clm_07049|Chile|male|train|Hoy decidí dejar de ser contadora.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00993303856.wav|clm_07049|Chile|male|train|Los corazones de pollo son una delicia.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01408784797.wav|clm_07049|Chile|male|train|Las colas de Bruselas no me gustan.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00693778971.wav|clm_07049|Chile|male|train|Me gustaría organizar una charla sobre el cerveza artesanal.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00264136258.wav|clm_07049|Chile|male|train|¿Qué hecho en específico te gustaría saber de la primera guerra mundial?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00498070167.wav|clm_07049|Chile|male|train|Hemos encontrado varios vlogs con opinión general sobre el tema.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00067182529.wav|clm_07049|Chile|male|train|Hola Cristina, ¿qué bien qué va a hablar con ti?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01183179637.wav|clm_07049|Chile|male|train|Estoy muy margado.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00778021381.wav|clm_07049|Chile|male|train|Las tejas rojas del tejado no son de México, son de Texas.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01872053502.wav|clm_07049|Chile|male|train|El otro día me dijiste que compraste un muy buen pegamento.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00031141206.wav|clm_07049|Chile|male|train|No supo de cifrar las hueyas.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01804054047.wav|clm_07049|Chile|male|train|Esto y muy ocupada con el trabajo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01720155761.wav|clm_07049|Chile|male|train|Me puedes concretar la pregunta.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01758631570.wav|clm_07049|Chile|male|train|Perfecto. Espero la información. Gracias.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02020780524.wav|clm_07049|Chile|male|train|La casa está morlada, ¿no?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00711036437.wav|clm_07049|Chile|male|train|justo ayer bajé una aplicación de la reala caemia de la lengua española.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00453690124.wav|clm_07049|Chile|male|train|Marcela es Jeff
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01038855972.wav|clm_07049|Chile|male|train|El caballo está a marを.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01301421652.wav|clm_07049|Chile|male|train|No sea hablar inglés.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02143868343.wav|clm_07049|Chile|male|train|No sé con qué condimentar el plato.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00414351006.wav|clm_07049|Chile|male|train|Yo me dedico al teatro, nunca estudia o cine.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01694868000.wav|clm_07049|Chile|male|train|no te entiendo nada
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02125692364.wav|clm_07049|Chile|male|train|Su trabajo es arregado y profundo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01124416845.wav|clm_07049|Chile|male|train|¿O la buena tarde es Pablo? ¿Qué puedo hacer por ti?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01217286405.wav|clm_07049|Chile|male|train|Es muy importante añadir a la receta 100 ml de vino blanco.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01601136547.wav|clm_07049|Chile|male|train|Estoy buscando de acuerdo a tu presupuesto.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00389529919.wav|clm_07049|Chile|male|train|No sé hablar mal ello.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01551493921.wav|clm_07049|Chile|male|train|Buscando tutoriales de entrenamiento.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00406034771.wav|clm_07049|Chile|male|train|Creo que tiene rota la muñeca.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01552673355.wav|clm_07049|Chile|male|train|Los zapatos se estropiaron con la lluvia torrencial deyer.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01910636060.wav|clm_07049|Chile|male|train|Voy a seguir indagando en eso. Al rato te hablo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00572614670.wav|clm_07049|Chile|male|train|El mango me encanta.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01248087879.wav|clm_07049|Chile|male|train|Los sigaditos de pollo me encantan.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00991106473.wav|clm_07049|Chile|male|train|Voy a tener visitas y quiero sorprendirlos con un plato esquisito.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01977165656.wav|clm_07049|Chile|male|train|llevo unos meses adieta pero se me han tojado una pisa
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00647026619.wav|clm_07049|Chile|male|train|El proyecto de las ciclovillas lleva tres años en la ciudad.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01669678723.wav|clm_07049|Chile|male|train|Por el momento es complicado iniciar la sesión. ¿Te gustaría ver otra página que no sea Facebook?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01985414904.wav|clm_07049|Chile|male|train|¿Me podría decir que otros lugares puedo visitar en Canadá?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01707412255.wav|clm_07049|Chile|male|train|¿Dime a ciencia cierta? ¿Quién es este personaje?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01575196579.wav|clm_07049|Chile|male|train|¿Podría decirme cuál es la canción número 1 a nivel mundial?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00597799685.wav|clm_07049|Chile|male|train|¿Cuál es la pisa que tiene menos calorías?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00295996640.wav|clm_07049|Chile|male|train|le voy a dar un curso de como hablar bien a su asistente.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00236129946.wav|clm_07049|Chile|male|train|Quiero tener una serpiente que crees con metro máximo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00373375816.wav|clm_07049|Chile|male|train|a mi esposa la encantaría ir al festival de cine de venencia.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00033332428.wav|clm_07049|Chile|male|train|Creo que se arroz el pulgar.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00179925426.wav|clm_07049|Chile|male|train|le puedo compartir algunas cintas de video para que usted vea lo que pasó
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00735608238.wav|clm_07049|Chile|male|train|Si el cuerpo pide de canso hay que darse lo disselo médicos.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01085057724.wav|clm_07049|Chile|male|train|Con base los dios que ha compra últimamente, podría recomendarte el último disco de Cristina Ilera.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00403697330.wav|clm_07049|Chile|male|train|¿Cuál quer cosa que necesites me dices?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01392678418.wav|clm_07049|Chile|male|train|Por la tarde se escucha música en la plaza.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00873707801.wav|clm_07049|Chile|male|train|tengo muchas dudas
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01820118657.wav|clm_07049|Chile|male|train|¿Quién subió el mejor video?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01243334314.wav|clm_07049|Chile|male|train|tocar el silo o fono, es mi joy favorito.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01827799193.wav|clm_07049|Chile|male|train|El frío me gusta mucho.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01985611599.wav|clm_07049|Chile|male|train|Daniel es uno de los creadores de cénicos más importantes de nuestro país.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00353271300.wav|clm_07049|Chile|male|train|Estoy destinada a trunfar.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00268732122.wav|clm_07049|Chile|male|train|Voy a llevar a mis obrino a Disney World y quería saber los horarios del parque para planearlo todo muy bien.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00432174581.wav|clm_07049|Chile|male|train|La película me llegó al corazón.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01201831615.wav|clm_07049|Chile|male|train|desea en verdad a tu compañero de trabajo de que está bien
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01115915449.wav|clm_07049|Chile|male|train|Hay alguna opción en el menú para que no come carne.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01305171605.wav|clm_07049|Chile|male|train|La granizada destruyó toda la plantación del hecho.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01364226556.wav|clm_07049|Chile|male|train|¿Por qué empezó la guerra?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01332825437.wav|clm_07049|Chile|male|train|La oscuridad del pozo era ofcena por naturaleza.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00270026210.wav|clm_07049|Chile|male|train|Hemos encontrado diferentes cuartos de la zona sur que se adecuó a una tundespecial.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01727668914.wav|clm_07049|Chile|male|train|Por ahí se dice que este personaje malversó una cantia extraordinario de fondos públicos.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02128014567.wav|clm_07049|Chile|male|train|¿Te gustaría comer hamburguesas con una cerveza artesanal?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01012629393.wav|clm_07049|Chile|male|train|Los niños tienen mucha imaginación.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00824783131.wav|clm_07049|Chile|male|train|a mi mujer le gustaban muchos los perros y los gatos, pero yo quiero tener una serpiente.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_02029386063.wav|clm_07049|Chile|male|train|Me acabo de comprar un drone, pero no tengo idea de comer marlo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00303704321.wav|clm_07049|Chile|male|train|Existe la posibilidad de hacer el coturismo en Canadá, muy buen precio.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01802977891.wav|clm_07049|Chile|male|train|Me acabo de comprar un proyecto de diapositiva, pero no tengo idea de comar marlo.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01914041372.wav|clm_07049|Chile|male|train|¿Cuál fue el último disco que grabaron?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00910708114.wav|clm_07049|Chile|male|train|Estoy revisando los datos para el informe que voy a dar mañana y no entiendo bien lo que está pasando en Cataluña.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00321927097.wav|clm_07049|Chile|male|train|Loola, ¿qué triste lo que le pasó a los japoneses con el tsunami?
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01703358519.wav|clm_07049|Chile|male|train|Me encanta la comida de mar y quiero cocinar una casuela de mariscos.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01431298274.wav|clm_07049|Chile|male|train|Los Jamsters comenzan a odias.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01133070517.wav|clm_07049|Chile|male|train|Quiere que se lo mande por mail o por WhatsApp.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01959581587.wav|clm_07049|Chile|male|train|Estamos buscando diferentes opciones de apartamentos.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01519462533.wav|clm_07049|Chile|male|train|Hoy voy a realizar uno de mis sueños de la infancia.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_01185635922.wav|clm_07049|Chile|male|train|El ájono me gusta.
data/partition_dataset_by_speaker/clm_07049/train/clm_07049_00801392002.wav|clm_07049|Chile|male|train|Si tiene con que apuntar, yo lo voy a ir dando la receta.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00162049128.wav|com_08421|Colombia|male|test|Lo mejor de ser niño es ser niño.
data/partition_dataset_by_speaker/com_08421/test/com_08421_01147362784.wav|com_08421|Colombia|male|test|por las tardes escuchamos y con la plaza.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00478698802.wav|com_08421|Colombia|male|test|Los alacranes son peligrosos.
data/partition_dataset_by_speaker/com_08421/test/com_08421_01944157581.wav|com_08421|Colombia|male|test|¿Qué tipo de temas le gustaría escuchar?
data/partition_dataset_by_speaker/com_08421/test/com_08421_00895886444.wav|com_08421|Colombia|male|test|¿Cuál es el color favorito de las niñas?
data/partition_dataset_by_speaker/com_08421/test/com_08421_02056872172.wav|com_08421|Colombia|male|test|La Rosa símboliza en el amor.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00189040963.wav|com_08421|Colombia|male|test|no sea donde salir con mi esposa de aniversario.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00174190259.wav|com_08421|Colombia|male|test|El jugador salió en el minuto uno por una molestia en la cabeza.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00963391312.wav|com_08421|Colombia|male|test|La granizada destruyó toda la plantación de lechuga.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00879678717.wav|com_08421|Colombia|male|test|¿Cómo se pasa el tiempo rápido cuando uno está entretenido?
data/partition_dataset_by_speaker/com_08421/test/com_08421_00893699053.wav|com_08421|Colombia|male|test|el dictador se mantuvo más de 30 años en el poder.
data/partition_dataset_by_speaker/com_08421/test/com_08421_01636597573.wav|com_08421|Colombia|male|test|no tienen ninguna lección.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00436572173.wav|com_08421|Colombia|male|test|Es importante siempre seguir aprendiendo.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00617993451.wav|com_08421|Colombia|male|test|Los cuantos deadas no le gustan.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00434837167.wav|com_08421|Colombia|male|test|Esa palabra viene del griego clásico.
data/partition_dataset_by_speaker/com_08421/test/com_08421_00473401717.wav|com_08421|Colombia|male|test|¿Quién subió el mejor video?
data/partition_dataset_by_speaker/com_08421/val/com_08421_00888393367.wav|com_08421|Colombia|male|val|Yo creo que necesitamos perfeccionar nuestras cosas antes de llegar a Marte.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01916360177.wav|com_08421|Colombia|male|val|Me gusta tomar agua mineral.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01398331786.wav|com_08421|Colombia|male|val|Acá lo de comprore esta computadora y ya me está fallando.
data/partition_dataset_by_speaker/com_08421/val/com_08421_00400428455.wav|com_08421|Colombia|male|val|Me desespera mucho esta computadora.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01740825351.wav|com_08421|Colombia|male|val|dicen que la pimienta es muy buena para la salud.
data/partition_dataset_by_speaker/com_08421/val/com_08421_02132921902.wav|com_08421|Colombia|male|val|Picasso Uyó de España cuando sucedió el golpe de Estado.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01714156304.wav|com_08421|Colombia|male|val|Los corazones de pollo son una delicia.
data/partition_dataset_by_speaker/com_08421/val/com_08421_00002653686.wav|com_08421|Colombia|male|val|El llano en llamas es un clásico de Juan Rulfo.
data/partition_dataset_by_speaker/com_08421/val/com_08421_00878551439.wav|com_08421|Colombia|male|val|Los niños al sabias.
data/partition_dataset_by_speaker/com_08421/val/com_08421_00811813875.wav|com_08421|Colombia|male|val|¿Cómo se hace el agua con gas?
data/partition_dataset_by_speaker/com_08421/val/com_08421_01490478791.wav|com_08421|Colombia|male|val|Aprendía a coser un parcim.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01151029006.wav|com_08421|Colombia|male|val|Ayer solamente jugó 72 minutos y metió un gol.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01599453292.wav|com_08421|Colombia|male|val|quiero poder conectarme al internet via television.
data/partition_dataset_by_speaker/com_08421/val/com_08421_01625219530.wav|com_08421|Colombia|male|val|Las leyendas nordicas son fascinantes.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01233317979.wav|com_08421|Colombia|male|train|¿Qué necesitan las rosas para florecer?
data/partition_dataset_by_speaker/com_08421/train/com_08421_01238243601.wav|com_08421|Colombia|male|train|aprendí a cambiar la aceite a mi carro.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00732898028.wav|com_08421|Colombia|male|train|La pillama de rayas es azul.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01131217039.wav|com_08421|Colombia|male|train|uno debe recordar lo importante de la niñez.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00939051448.wav|com_08421|Colombia|male|train|puedo aprender a ser serámica en tutoriales de YouTube?
data/partition_dataset_by_speaker/com_08421/train/com_08421_01806252080.wav|com_08421|Colombia|male|train|Si cuentas hasta 10 después de un argumento es más probable que no digas algo que te repentiras.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00303473897.wav|com_08421|Colombia|male|train|Ví una casa roza en el puerto de Veracruz.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01232571393.wav|com_08421|Colombia|male|train|Los podcast Hablante Spectaclus y de puertas de cualquier tipo de tema.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00246391163.wav|com_08421|Colombia|male|train|Si estás enojados, mejor esperar a que te calmes.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00719460158.wav|com_08421|Colombia|male|train|es cierto que Francisco te le destudió en España.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01801631420.wav|com_08421|Colombia|male|train|¿Me puedes ayudar a conseguir un parche?
data/partition_dataset_by_speaker/com_08421/train/com_08421_01440078771.wav|com_08421|Colombia|male|train|Lo interesante de su educación es que ella no quería hacer actriz querías ser psicóloga.
data/partition_dataset_by_speaker/com_08421/train/com_08421_00527697032.wav|com_08421|Colombia|male|train|ese restaurante es muy famoso.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01682200173.wav|com_08421|Colombia|male|train|ya no aguanto más este calor.
data/partition_dataset_by_speaker/com_08421/train/com_08421_02058353402.wav|com_08421|Colombia|male|train|Ahora puedes encontrar jamón cerrano en todas partes.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01922993220.wav|com_08421|Colombia|male|train|una nunca deja de aprender.
data/partition_dataset_by_speaker/com_08421/train/com_08421_01351234490.wav|com_08421|Colombia|male|train|Estos animales se reproducen en cautiverio.
